Album_num,Track_num,Lyric_num,Token_num,Album,Title,Lyrics,POS_Tagged,POS,Token,term_id,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,polarity,html
4,0,1,0,RTJ4,yankee and the brave (ep. 4),this week on yankee and the brave,"[('this', 'DT')]",DT,this,4308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>this</span>
4,0,1,1,RTJ4,yankee and the brave (ep. 4),this week on yankee and the brave,"[('week', 'NN')]",NN,week,4664,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>week</span>
4,0,1,2,RTJ4,yankee and the brave (ep. 4),this week on yankee and the brave,"[('on', 'IN')]",IN,on,2897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>on</span>
4,0,1,3,RTJ4,yankee and the brave (ep. 4),this week on yankee and the brave,"[('yankee', 'NN')]",NN,yankee,4795,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>yankee</span>
4,0,1,4,RTJ4,yankee and the brave (ep. 4),this week on yankee and the brave,"[('and', 'CC')]",CC,and,140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>and</span>
4,0,1,5,RTJ4,yankee and the brave (ep. 4),this week on yankee and the brave,"[('the', 'DT')]",DT,the,4275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>the</span>
4,0,1,6,RTJ4,yankee and the brave (ep. 4),this week on yankee and the brave,"[('brave', 'NN')]",NN,brave,497,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>brave</span>
4,0,2,0,RTJ4,yankee and the brave (ep. 4),back at it like a crack addict mr black magic,"[('back', 'RB')]",RB,back,256,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>back</span>
4,0,2,1,RTJ4,yankee and the brave (ep. 4),back at it like a crack addict mr black magic,"[('at', 'IN')]",IN,at,214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>at</span>
4,0,2,2,RTJ4,yankee and the brave (ep. 4),back at it like a crack addict mr black magic,"[('it', 'PRP')]",PRP,it,2165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>it</span>
4,0,2,3,RTJ4,yankee and the brave (ep. 4),back at it like a crack addict mr black magic,"[('like', 'IN')]",IN,like,2392,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>like</span>
4,0,2,4,RTJ4,yankee and the brave (ep. 4),back at it like a crack addict mr black magic,"[('a', 'DT')]",DT,a,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>a</span>
4,0,2,5,RTJ4,yankee and the brave (ep. 4),back at it like a crack addict mr black magic,"[('crack', 'NN')]",NN,crack,931,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>crack</span>
4,0,2,6,RTJ4,yankee and the brave (ep. 4),back at it like a crack addict mr black magic,"[('addict', 'NN')]",NN,addict,59,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>addict</span>
4,0,2,7,RTJ4,yankee and the brave (ep. 4),back at it like a crack addict mr black magic,"[('mr', 'NN')]",NN,mr,2738,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>mr</span>
4,0,2,8,RTJ4,yankee and the brave (ep. 4),back at it like a crack addict mr black magic,"[('black', 'JJ')]",JJ,black,397,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,<span class='sent-1'>black</span>
4,0,2,9,RTJ4,yankee and the brave (ep. 4),back at it like a crack addict mr black magic,"[('magic', 'NN')]",NN,magic,2499,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>magic</span>
4,0,3,0,RTJ4,yankee and the brave (ep. 4),crack a bitch back chiropractic craftmatic,"[('crack', 'NN')]",NN,crack,931,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>crack</span>
4,0,3,1,RTJ4,yankee and the brave (ep. 4),crack a bitch back chiropractic craftmatic,"[('a', 'DT')]",DT,a,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>a</span>
4,0,3,2,RTJ4,yankee and the brave (ep. 4),crack a bitch back chiropractic craftmatic,"[('bitch', 'NN')]",NN,bitch,389,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,<span class='sent-1'>bitch</span>
4,0,3,3,RTJ4,yankee and the brave (ep. 4),crack a bitch back chiropractic craftmatic,"[('back', 'RB')]",RB,back,256,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>back</span>
4,0,3,4,RTJ4,yankee and the brave (ep. 4),crack a bitch back chiropractic craftmatic,"[('chiropractic', 'JJ')]",JJ,chiropractic,749,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>chiropractic</span>
4,0,3,5,RTJ4,yankee and the brave (ep. 4),crack a bitch back chiropractic craftmatic,"[('craftmatic', 'JJ')]",JJ,craftmatic,934,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>craftmatic</span>
4,0,4,0,RTJ4,yankee and the brave (ep. 4),big daddy smokin big cali in a black alley,"[('big', 'JJ')]",JJ,big,379,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>big</span>
4,0,4,1,RTJ4,yankee and the brave (ep. 4),big daddy smokin big cali in a black alley,"[('daddy', 'NN')]",NN,daddy,1014,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>daddy</span>
4,0,4,2,RTJ4,yankee and the brave (ep. 4),big daddy smokin big cali in a black alley,"[('smokin', 'NN')]",NN,smokin,3904,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>smokin</span>
4,0,4,3,RTJ4,yankee and the brave (ep. 4),big daddy smokin big cali in a black alley,"[('big', 'JJ')]",JJ,big,379,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>big</span>
