Album_num,Track_num,Lyric_num,Token_num,Album,Title,Lyrics,POS_Tagged,POS,Token,term_id,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,polarity,html
3,0,1,0,Run the Jewels 3,Down,i hope i hope,"[('i', 'NN')]",NN,i,2079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>i</span>
3,0,1,1,Run the Jewels 3,Down,i hope i hope,"[('hope', 'NN')]",NN,hope,2019,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,<span class='sent1'>hope</span>
3,0,1,2,Run the Jewels 3,Down,i hope i hope,"[('i', 'NN')]",NN,i,2079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>i</span>
3,0,1,3,Run the Jewels 3,Down,i hope i hope,"[('hope', 'NN')]",NN,hope,2019,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,<span class='sent1'>hope</span>
3,0,2,0,Run the Jewels 3,Down,i hope with the highest of hopes,"[('i', 'NN')]",NN,i,2079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>i</span>
3,0,2,1,Run the Jewels 3,Down,i hope with the highest of hopes,"[('hope', 'NN')]",NN,hope,2019,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,<span class='sent1'>hope</span>
3,0,2,2,Run the Jewels 3,Down,i hope with the highest of hopes,"[('with', 'IN')]",IN,with,4734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>with</span>
3,0,2,3,Run the Jewels 3,Down,i hope with the highest of hopes,"[('the', 'DT')]",DT,the,4275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>the</span>
3,0,2,4,Run the Jewels 3,Down,i hope with the highest of hopes,"[('highest', 'JJS')]",JJS,highest,1964,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,<span class='sent0'>highest</span>
3,0,2,5,Run the Jewels 3,Down,i hope with the highest of hopes,"[('of', 'IN')]",IN,of,2883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>of</span>
3,0,2,6,Run the Jewels 3,Down,i hope with the highest of hopes,"[('hopes', 'NNS')]",NNS,hopes,2022,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>hopes</span>
3,0,3,0,Run the Jewels 3,Down,that i never have to go back to the trap,"[('that', 'IN')]",IN,that,4272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>that</span>
3,0,3,1,Run the Jewels 3,Down,that i never have to go back to the trap,"[('i', 'NN')]",NN,i,2079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>i</span>
3,0,3,2,Run the Jewels 3,Down,that i never have to go back to the trap,"[('never', 'RB')]",RB,never,2809,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>never</span>
3,0,3,3,Run the Jewels 3,Down,that i never have to go back to the trap,"[('have', 'VB')]",VB,have,1912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>have</span>
3,0,3,4,Run the Jewels 3,Down,that i never have to go back to the trap,"[('to', 'TO')]",TO,to,4360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>to</span>
3,0,3,5,Run the Jewels 3,Down,that i never have to go back to the trap,"[('go', 'VB')]",VB,go,1757,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>go</span>
3,0,3,6,Run the Jewels 3,Down,that i never have to go back to the trap,"[('back', 'RB')]",RB,back,256,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>back</span>
3,0,3,7,Run the Jewels 3,Down,that i never have to go back to the trap,"[('to', 'TO')]",TO,to,4360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>to</span>
3,0,3,8,Run the Jewels 3,Down,that i never have to go back to the trap,"[('the', 'DT')]",DT,the,4275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>the</span>
3,0,3,9,Run the Jewels 3,Down,that i never have to go back to the trap,"[('trap', 'NN')]",NN,trap,4426,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>trap</span>
3,0,4,0,Run the Jewels 3,Down,and my days of dealing with dope,"[('and', 'CC')]",CC,and,140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>and</span>
3,0,4,1,Run the Jewels 3,Down,and my days of dealing with dope,"[('my', 'PRP$')]",PRP$,my,2769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>my</span>
3,0,4,2,Run the Jewels 3,Down,and my days of dealing with dope,"[('days', 'NNS')]",NNS,days,1049,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>days</span>
3,0,4,3,Run the Jewels 3,Down,and my days of dealing with dope,"[('of', 'IN')]",IN,of,2883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>of</span>
3,0,4,4,Run the Jewels 3,Down,and my days of dealing with dope,"[('dealing', 'VBG')]",VBG,dealing,1061,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>dealing</span>
3,0,4,5,Run the Jewels 3,Down,and my days of dealing with dope,"[('with', 'IN')]",IN,with,4734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>with</span>
3,0,4,6,Run the Jewels 3,Down,and my days of dealing with dope,"[('dope', 'NN')]",NN,dope,1237,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>dope</span>
3,0,5,0,Run the Jewels 3,Down,so i i i,"[('so', 'RB')]",RB,so,3930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>so</span>
3,0,5,1,Run the Jewels 3,Down,so i i i,"[('i', 'NN')]",NN,i,2079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>i</span>
3,0,5,2,Run the Jewels 3,Down,so i i i,"[('i', 'NN')]",NN,i,2079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>i</span>
3,0,5,3,Run the Jewels 3,Down,so i i i,"[('i', 'NN')]",NN,i,2079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>i</span>
