Album_num,Track_num,Lyric_num,Token_num,Album,Title,Lyrics,POS_Tagged,POS,Token,term_id,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,polarity,html
1,0,1,0,Run the Jewels,Run the Jewels,<span class='sent0'> run </span>,"[(run, VB)]",VB,run,3591,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>run</span>
1,0,1,1,Run the Jewels,Run the Jewels,<span class='sent0'> run </span>,"[(run, VB)]",VB,run,3591,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>run</span>
1,0,1,2,Run the Jewels,Run the Jewels,<span class='sent0'> run </span>,"[(run, VB)]",VB,run,3591,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>run</span>
1,0,1,3,Run the Jewels,Run the Jewels,<span class='sent0'> run </span>,"[(run, VB)]",VB,run,3591,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>run</span>
1,0,1,4,Run the Jewels,Run the Jewels,<span class='sent0'> run </span>,"[(run, VB)]",VB,run,3591,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>run</span>
1,0,2,0,Run the Jewels,Run the Jewels,<span class='sent0'> ay </span>,"[(ay, NN)]",NN,ay,246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>ay</span>
1,0,2,1,Run the Jewels,Run the Jewels,<span class='sent0'> ay </span>,"[(ay, NN)]",NN,ay,246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>ay</span>
1,0,2,2,Run the Jewels,Run the Jewels,<span class='sent0'> ay </span>,"[(ay, NN)]",NN,ay,246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>ay</span>
1,0,2,3,Run the Jewels,Run the Jewels,<span class='sent0'> ay </span>,"[(ay, NN)]",NN,ay,246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>ay</span>
1,0,2,4,Run the Jewels,Run the Jewels,<span class='sent0'> ay </span>,"[(ay, NN)]",NN,ay,246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>ay</span>
1,0,2,5,Run the Jewels,Run the Jewels,<span class='sent0'> ay </span>,"[(ay, NN)]",NN,ay,246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>ay</span>
1,0,2,6,Run the Jewels,Run the Jewels,<span class='sent0'> ay </span>,"[(ay, NN)]",NN,ay,246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>ay</span>
1,0,3,0,Run the Jewels,Run the Jewels,<span class='sent0'> oh </span>,"[(oh, NN)]",NN,oh,2890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>oh</span>
1,0,3,1,Run the Jewels,Run the Jewels,<span class='sent0'> dear </span>,"[(dear, NN)]",NN,dear,1063,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>dear</span>
1,0,3,2,Run the Jewels,Run the Jewels,<span class='sent0'> what </span>,"[(what, WP)]",WP,what,4674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>what</span>
1,0,3,3,Run the Jewels,Run the Jewels,<span class='sent0'> the </span>,"[(the, DT)]",DT,the,4275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>the</span>
1,0,3,4,Run the Jewels,Run the Jewels,<span class='sent0'> fu*k </span>,"[(fu*k, NN)]",NN,fu*k,1665,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>fuck</span>
1,0,3,5,Run the Jewels,Run the Jewels,<span class='sent0'> have </span>,"[(have, VB)]",VB,have,1912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>have</span>
1,0,3,6,Run the Jewels,Run the Jewels,<span class='sent0'> we </span>,"[(we, PRP)]",PRP,we,4649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>we</span>
1,0,3,7,Run the Jewels,Run the Jewels,<span class='sent0'> here </span>,"[(here, RB)]",RB,here,1953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>here</span>
1,0,4,0,Run the Jewels,Run the Jewels,<span class='sent0'> these </span>,"[(these, DT)]",DT,these,4287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>these</span>
1,0,4,1,Run the Jewels,Run the Jewels,<span class='sent0'> mo**********s </span>,"[(mo**********s, NNS)]",NNS,mo**********s,2719,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>motherfuckers</span>
1,0,4,2,Run the Jewels,Run the Jewels,<span class='sent0'> all </span>,"[(all, DT)]",DT,all,107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>all</span>
1,0,4,3,Run the Jewels,Run the Jewels,<span class='sent0'> thorn </span>,"[(thorn, NN)]",NN,thorn,4310,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>thorn</span>
