Album_num,Track_num,Lyric_num,Token_num,Album,Title,Lyrics,POS_Tagged,POS,Token,term_id,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,polarity,html
5,0,1,0,Meow the Jewels,Meowpurrdy,yall gonna do a whole cat album,"[('yall', 'NN')]",NN,yall,4794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>yall</span>
5,0,1,1,Meow the Jewels,Meowpurrdy,yall gonna do a whole cat album,"[('gon', 'NN')]",NN,gon,1776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>gon</span>
5,0,1,2,Meow the Jewels,Meowpurrdy,yall gonna do a whole cat album,"[('na', 'NNS')]",NNS,na,2777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>na</span>
5,0,1,3,Meow the Jewels,Meowpurrdy,yall gonna do a whole cat album,"[('do', 'VB')]",VB,do,1201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>do</span>
5,0,1,4,Meow the Jewels,Meowpurrdy,yall gonna do a whole cat album,"[('a', 'DT')]",DT,a,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>a</span>
5,0,1,5,Meow the Jewels,Meowpurrdy,yall gonna do a whole cat album,"[('whole', 'JJ')]",JJ,whole,4696,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>whole</span>
5,0,1,6,Meow the Jewels,Meowpurrdy,yall gonna do a whole cat album,"[('cat', 'NN')]",NN,cat,676,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>cat</span>
5,0,1,7,Meow the Jewels,Meowpurrdy,yall gonna do a whole cat album,"[('album', 'NN')]",NN,album,101,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>album</span>
5,0,2,0,Meow the Jewels,Meowpurrdy,cat album,"[('cat', 'NN')]",NN,cat,676,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>cat</span>
5,0,2,1,Meow the Jewels,Meowpurrdy,cat album,"[('album', 'NN')]",NN,album,101,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>album</span>
5,0,3,0,Meow the Jewels,Meowpurrdy,damn,"[('damn', 'NN')]",NN,damn,1022,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,<span class='sent-1'>damn</span>
5,0,4,0,Meow the Jewels,Meowpurrdy,motherfuckers start bringing their cats to the tour bus and shit,"[('motherfuckers', 'NNS')]",NNS,motherfuckers,2719,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>motherfuckers</span>
5,0,4,1,Meow the Jewels,Meowpurrdy,motherfuckers start bringing their cats to the tour bus and shit,"[('start', 'NN')]",NN,start,4034,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>start</span>
5,0,4,2,Meow the Jewels,Meowpurrdy,motherfuckers start bringing their cats to the tour bus and shit,"[('bringing', 'VBG')]",VBG,bringing,521,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>bringing</span>
5,0,4,3,Meow the Jewels,Meowpurrdy,motherfuckers start bringing their cats to the tour bus and shit,"[('their', 'PRP$')]",PRP$,their,4277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>their</span>
5,0,4,4,Meow the Jewels,Meowpurrdy,motherfuckers start bringing their cats to the tour bus and shit,"[('cats', 'NNS')]",NNS,cats,681,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>cats</span>
5,0,4,5,Meow the Jewels,Meowpurrdy,motherfuckers start bringing their cats to the tour bus and shit,"[('to', 'TO')]",TO,to,4360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>to</span>
5,0,4,6,Meow the Jewels,Meowpurrdy,motherfuckers start bringing their cats to the tour bus and shit,"[('the', 'DT')]",DT,the,4275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>the</span>
5,0,4,7,Meow the Jewels,Meowpurrdy,motherfuckers start bringing their cats to the tour bus and shit,"[('tour', 'NN')]",NN,tour,4399,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>tour</span>
5,0,4,8,Meow the Jewels,Meowpurrdy,motherfuckers start bringing their cats to the tour bus and shit,"[('bus', 'NN')]",NN,bus,588,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>bus</span>
5,0,4,9,Meow the Jewels,Meowpurrdy,motherfuckers start bringing their cats to the tour bus and shit,"[('and', 'CC')]",CC,and,140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<span class='sent0'>and</span>
5,0,4,10,Meow the Jewels,Meowpurrdy,motherfuckers start bringing their cats to the tour bus and shit,"[('shit', 'NN')]",NN,shit,3762,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,<span class='sent-1'>shit</span>
5,0,5,0,Meow the Jewels,Meowpurrdy,meow meow meow meow,"[('meow', 'NN')]",NN,meow,2609,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>meow</span>
5,0,5,1,Meow the Jewels,Meowpurrdy,meow meow meow meow,"[('meow', 'NN')]",NN,meow,2609,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>meow</span>
5,0,5,2,Meow the Jewels,Meowpurrdy,meow meow meow meow,"[('meow', 'NN')]",NN,meow,2609,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>meow</span>
5,0,5,3,Meow the Jewels,Meowpurrdy,meow meow meow meow,"[('meow', 'NN')]",NN,meow,2609,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>meow</span>
5,0,6,4,Meow the Jewels,Meowpurrdy,meow meow meow meow,"[('meow', 'NN')]",NN,meow,2609,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>meow</span>
5,0,6,5,Meow the Jewels,Meowpurrdy,meow meow meow meow,"[('meow', 'NN')]",NN,meow,2609,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,<span class='sent0'>meow</span>
